id,en,fr,it,de,es
"1997964921","Spirit of Water","Esprit d'eau","Spirito d'acqua","Geist des Wassers","Espíritu de agua"
"-944729313","Increase ATK by 15% for all Water allies.","Augmente l'ATQ de 15 % pour tous les alliés d'eau.","Aumenta ATT. del 15% per tutti gli alleati d'acqua.","ATK für alle Wasserhelden um 15% erhöhen.","Aumenta ATQ. en un 15% para todos los aliados de agua."
"-1490482776","Spirit of Water II","Esprit d'eau II","Spirito d'acqua II","Geist des Wassers II","Espíritu de agua II"
"-1723604461","Increase ATK by 25% for all Water allies.","Augmente l'ATQ de 25% pour tous les alliés d'eau.","Aumenta ATT. del 25% per tutti gli alleati d'acqua.","ATK für alle Wasserhelden um 25% erhöhen.","Aumenta ATQ. en un 25% para todos los aliados de agua."
"1495985393","Spirit of Water III","Esprit d'eau III","Spirito d'acqua III","Geist des Wassers III","Espíritu de agua III"
"1146542429","Increase ATK by 40% for all Water allies.","Augmente l'ATQ de 40% pour tous les alliés d'eau.","Aumenta ATT. del 40% per tutti gli alleati d'acqua.","ATK für alle Wasserhelden um 40% erhöhen.","Aumenta ATQ. en un 40% para todos los aliados de agua."
"-1313105720","Spirit of Nature","Esprit de nature","Spirito di natura","Geist der Natur","Espíritu de naturaleza"
"-1344444882","Increase ATK by 15% for all Nature allies.","Augmente ATQ de 15 % pour tous les alliés de nature.","Aumenta ATT. del 15% per tutti gli alleati di natura.","ATK für alle Naturhelden um 15% erhöhen.","Aumenta ATQ. en un 15% para todos los aliados de naturaleza."
"-1245064333","Spirit of Nature II","Esprit de nature II","Spirito di natura II","Geist der Natur II","Espíritu de naturaleza II"
"-1082082281","Increase ATK by 25% for all Nature allies.","Augmente ATQ de 25% pour tous les alliés de nature.","Aumenta ATT. del 25% per tutti gli alleati di natura.","ATK für alle Naturhelden um 25% erhöhen.","Aumenta ATQ. en un 25% para todos los aliados de naturaleza."
"-1488053517","Spirit of Nature III","Esprit de nature III","Spirito di natura III","Geist der Natur III","Espíritu de naturaleza III"
"305599708","Increase ATK by 40% for all Nature allies.","Augmente ATQ de 40% pour tous les alliés de nature.","Aumenta ATT. del 40% per tutti gli alleati di natura.","ATK für alle Naturhelden um 40% erhöhen.","Aumenta ATQ. en un 40% para todos los aliados de naturaleza."
"968634862","Spirit of Light","Esprit de Lumière","Spirito di luce","Quelle des Lichts","Espíritu de luz"
"-392282010","Increase ATK by 15% for all Light allies.","Augmente ATQ de 15 % pour tous les alliés de Lumière.","Aumenta ATT. del 15% per tutti gli alleati di luce.","ATK für alle Lichthelden um 15% erhöhen.","Aumenta ATQ. en un 15% para todos los aliados de luz."
"-396305114","Spirit of Light II","Esprit de Lumière II","Spirito di luce II","Quelle des Lichts II","Espíritu de luz II"
"-300606669","Increase ATK by 25% for all Light allies.","Augmente ATQ de 25% pour tous les alliés de Lumière.","Aumenta ATT. del 25% per tutti gli alleati di luce.","ATK für alle Lichthelden um 25% erhöhen.","Aumenta ATQ. en un 25% para todos los aliados de luz."
"91712128","Spirit of Light III","Esprit de Lumière III","Spirito di luce III","Quelle des Lichts III","Espíritu de luz III"
"-1750464482","Increase ATK by 40% for all Light allies.","Augmente ATQ de 40% pour tous les alliés de Lumière.","Aumenta ATT. del 40% per tutti gli alleati di luce.","ATK für alle Lichthelden um 40% erhöhen.","Aumenta ATQ. en un 40% para todos los aliados de luz."
"805088261","Spirit of Shadow","Esprit des Ténèbres","Spirito delle ombre","Diener der Dunkelheit","Espíritu de sombra"
"237577102","Increase ATK by 15% for all Shadow allies.","Augmente ATQ de 15 % pour tous les alliés des Ténèbres.","Aumenta ATT. del 15% per tutti gli alleati delle ombre.","ATK für alle Schattenhelden um 15% erhöhen.","Aumenta ATQ. en un 15% para todos los aliados de sombra."
"-666367805","Spirit of Shadow II","Esprit des Ténèbres II","Spirito delle ombre II","Diener der Dunkelheit II","Espíritu de sombra II"
"738851236","Increase ATK by 25% for all Shadow allies.","Augmente ATQ de 25% pour tous les alliés des Ténèbres.","Aumenta ATT. del 25% per tutti gli alleati delle ombre.","ATK für alle Schattenhelden um 25% erhöhen.","Aumenta ATQ. en un 25% para todos los aliados de sombra."
"1698572563","Spirit of Shadow III","Esprit des Ténèbres III","Spirito delle ombre III","Diener der Dunkelheit III","Espíritu de sombra III"
"1048465776","Increase ATK by 40% for all Shadow allies.","Augmente ATQ de 40% pour tous les alliés des Ténèbres.","Aumenta ATT. del 40% per tutti gli alleati delle ombre.","ATK für alle Schattenhelden um 40% erhöhen.","Aumenta ATQ. en un 40% para todos los aliados de sombra."
"-2022059704","Fire Guard","Gardien du feu","Protezione di fuoco","Feuerwehr","Guardia de fuego"
"1490369241","Increase DEF by 15% for all Fire allies.","Augmente DÉF de 15 % pour tous les alliés de feu.","Aumenta DIF. del 15% per tutti gli alleati di fuoco.","DEF für alle Feuerhelden um 15% erhöhen.","Aumenta DEF. en un 15% para todos los aliados de fuego."
"2050908076","Fire Guard II","Gardien du feu II","Protezione di fuoco II","Feuerwehr II","Guardia de fuego II"
"-337632804","Increase DEF by 30% for all Fire allies.","Augmente DÉF de 30% pour tous les alliés de feu.","Aumenta DIF. del 30% per tutti gli alleati di fuoco.","DEF für alle Feuerhelden um 30% erhöhen.","Aumenta DEF. en un 30% para todos los aliados de fuego."
"1216835013","Fire Guard III","Gardien du feu III","Protezione di fuoco III","Feuerwehr III","Guardia de fuego III"
"-1202464376","Increase DEF by 50% for all Fire allies.","Augmente DÉF de 50% pour tous les alliés de feu.","Aumenta DIF. del 50% per tutti gli alleati di fuoco.","DEF für alle Feuerhelden um 50% erhöhen.","Aumenta DEF. en un 50% para todos los aliados de fuego."
"-593495512","Water Guard","Gardien d'eau","Protezione d'acqua","Küstenwache","Guardia de agua"
"-1228939928","Increase DEF by 15% for all Water allies.","Augmente la DÉF de 15 % pour tous les alliés d'eau.","Aumenta DIF. del 15% per tutti gli alleati di acqua.","DEF für alle Wasserhelden um 15% erhöhen.","Aumenta DEF. en un 15% para todos los aliados de agua."
"1078644053","Water Guard II","Gardien d'eau II","Protezione d'acqua II","Küstenwache II","Guardia de agua II"
"-2071205328","Increase DEF by 30% for all Water allies.","Augmente la DÉF de 30% pour tous les alliés d'eau.","Aumenta DIF. del 30% per tutti gli alleati di acqua.","DEF für alle Wasserhelden um 30% erhöhen.","Aumenta DEF. en un 30% para todos los aliados de agua."
"1191503860","Water Guard III","Gardien d'eau III","Protezione d'acqua III","Küstenwache III","Guardia de agua III"
"-1326800064","Increase DEF by 50% for all Water allies.","Augmente la DÉF de 50% pour tous les alliés d'eau.","Aumenta DIF. del 50% per tutti gli alleati di acqua.","DEF für alle Wasserhelden um 50% erhöhen.","Aumenta DEF. en un 50% para todos los aliados de agua."
"-1863878062","Nature Guard","Gardien de nature","Protezione natura","Naturschutzaktivist","Guardia de naturaleza"
"-1032320918","Increase DEF by 15% for all Nature allies.","Augmente la DÉF de 15 % pour tous les alliés de nature.","Aumenta DIF. del 15% per tutti gli alleati di natura.","DEF für alle Naturhelden um 15% erhöhen.","Aumenta DEF. en un 15% para todos los aliados de naturaleza."
"1007100375","Nature Guard II","Gardien de nature II","Protezione natura II","Naturschutzaktivist II","Guardia de naturaleza II"
"375751605","Increase DEF by 30% for all Nature allies.","Augmente la DÉF de 30% pour tous les alliés de nature.","Aumenta DIF. del 30% per tutti gli alleati di natura.","DEF für alle Naturhelden um 30% erhöhen.","Aumenta DEF. en un 30% para todos los aliados de naturaleza."
"-874346340","Nature Guard III","Gardien de nature III","Protezione natura III","Naturschutzaktivist III","Guardia de naturaleza III"
"963515132","Increase DEF by 50% for all Nature allies.","Augmente la DÉF de 50% pour tous les alliés de nature.","Aumenta DIF. del 50% per tutti gli alleati di natura.","DEF für alle Naturhelden um 50% erhöhen.","Aumenta DEF. en un 50% para todos los aliados de naturaleza."
"-1634253764","Light Guard","Gardien de Lumière","Protezione di luce","Hüter des Lichts","Guardia de luz"
"-738995108","Increase DEF by 15% for all Light allies.","Augmente la DÉF de 15 % pour tous les alliés de Lumière.","Aumenta DIF. del 15% per tutti gli alleati di luce.","DEF für alle Lichthelden um 15% erhöhen.","Aumenta DEF. en un 15% para todos los aliados de luz."
"-734592528","Light Guard II","Gardien de Lumière II","Protezione di luce II","Hüter des Lichts II","Guardia de luz II"
"-1577287411","Increase DEF by 30% for all Light allies.","Augmente la DÉF de 30% pour tous les alliés de Lumière.","Aumenta DIF. del 30% per tutti gli alleati di luce.","DEF für alle Lichthelden um 30% erhöhen.","Aumenta DEF. en un 30% para todos los aliados de luz."
"-599128738","Light Guard III","Gardien de Lumière III","Protezione di luce III","Hüter des Lichts III","Guardia de luz III"
"1736336973","Increase DEF by 50% for all Light allies.","Augmente la DÉF de 50% pour tous les alliés de Lumière.","Aumenta DIF. del 50% per tutti gli alleati di luce.","DEF für alle Lichthelden um 50% erhöhen.","Aumenta DEF. en un 50% para todos los aliados de luz."
"1609365893","Shadow Guard","Gardien des Ténèbres","Protezione d'ombra","Schattenwehr","Guardia de sombra"
"161489914","Increase DEF by 15% for all Shadow allies.","Augmente la DÉF de 15 % pour tous les alliés des Ténèbres.","Aumenta DIF. del 15% per tutti gli alleati d'ombra.","DEF für alle Schattenhelden um 15% erhöhen.","Aumenta DEF. en un 15% para todos los aliados de sombra."
"1399170357","Shadow Guard II","Gardien des Ténèbres II","Protezione d'ombra II","Schattenwehr II","Guardia de sombra II"
"-415682678","Increase DEF by 30% for all Shadow allies.","Augmente la DÉF de 30% pour tous les alliés des Ténèbres.","Aumenta DIF. del 30% per tutti gli alleati d'ombra.","DEF für alle Schattenhelden um 30% erhöhen.","Aumenta DEF. en un 30% para todos los aliados de sombra."
"1290317908","Shadow Guard III","Gardien des Ténèbres III","Protezione d'ombra III","Schattenwehr III","Guardia de sombra III"
"871407517","Increase DEF by 50% for all Shadow allies.","Augmente la DÉF de 50% pour tous les alliés des Ténèbres.","Aumenta DIF. del 50% per tutti gli alleati d'ombra.","DEF für alle Schattenhelden um 50% erhöhen.","Aumenta DEF. en un 50% para todos los aliados de sombra."
"-719589915","Blessing of Fire","Bénédiction du feu","Benedizione di fuoco","Feuertaufe","Bendición de fuego"
"485384000","Increase SKL by 15% for all Fire allies.","Augmente le DON de 15 % pour tous les alliés de feu.","Aumenta ABIL. del 15% per tutti gli alleati di fuoco.","SKL für alle Feuerhelden um 15% erhöhen.","Aumenta DES. en un 15% para todos los aliados de fuego."
"1987881799","Blessing of Fire II","Bénédiction du feu II","Benedizione di fuoco II","Feuertaufe II","Bendición de fuego II"
"629839676","Increase SKL by 30% for all Fire allies.","Augmente le DON de 30% pour tous les alliés de feu.","Aumenta ABIL. del 30% per tutti gli alleati di fuoco.","SKL für alle Feuerhelden um 30% erhöhen.","Aumenta DES. en un 30% para todos los aliados de fuego."
"1010093776","Blessing of Fire III","Bénédiction du feu III","Benedizione di fuoco III","Feuertaufe III","Bendición de fuego III"
"-758646513","Increase SKL by 50% for all Fire allies.","Augmente le DON de 50% pour tous les alliés de feu.","Aumenta ABIL. del 50% per tutti gli alleati di fuoco.","SKL für alle Feuerhelden um 50% erhöhen.","Aumenta DES. en un 50% para todos los aliados de fuego."
"-1013083225","Blessing of Water","Bénédiction d'eau","Benedizione d'acqua","Nasser Segen","Bendición de agua"
"329930076","Increase SKL by 15% for all Water allies.","Augmente le DON de 15 % pour tous les alliés d'eau.","Aumenta ABIL. del 15% per tutti gli alleati d'acqua.","SKL für alle Wasserhelden um 15% erhöhen.","Aumenta DES. en un 15% para todos los aliados de agua."
"2036265666","Blessing of Water II","Bénédiction d'eau II","Benedizione d'acqua II","Nasser Segen II","Bendición de agua II"
"1578534117","Increase SKL by 30% for all Water allies.","Augmente le DON de 30% pour tous les alliés d'eau.","Aumenta ABIL. del 30% per tutti gli alleati d'acqua.","SKL für alle Wasserhelden um 30% erhöhen.","Aumenta DES. en un 30% para todos los aliados de agua."
"-2015746828","Blessing of Water III","Bénédiction d'eau III","Benedizione d'acqua III","Nasser Segen III","Bendición de agua III"
"593610425","Increase SKL by 50% for all Water allies.","Augmente le DON de 50% pour tous les alliés d'eau.","Aumenta ABIL. del 50% per tutti gli alleati d'acqua.","SKL für alle Wasserhelden um 50% erhöhen.","Aumenta DES. en un 50% para todos los aliados de agua."
"177226500","Blessing of Nature","Bénédiction de nature","Benedizione di natura","Mutter Natur","Bendición de naturaleza"
"60936059","Increase SKL by 15% for all Nature allies.","Augmente le DON de 15 % pour tous les alliés de nature.","Aumenta ABIL. del 15% per tutti gli alleati di natura.","SKL für alle Naturhelden um 15% erhöhen.","Aumenta DES. en un 15% para todos los aliados de naturaleza."
"-1322235190","Blessing of Nature II","Bénédiction de nature II","Benedizione di natura II","Mutter Natur II","Bendición de naturaleza II"
"-270239094","Increase SKL by 30% for all Nature allies.","Augmente le DON de 30% pour tous les alliés de nature.","Aumenta ABIL. del 30% per tutti gli alleati di natura.","SKL für alle Naturhelden um 30% erhöhen.","Aumenta DES. en un 30% para todos los aliados de naturaleza."
"1129990678","Blessing of Nature III","Bénédiction de nature III","Benedizione di natura III","Mutter Natur III","Bendición de naturaleza III"
"-205923680","Increase SKL by 50% for all Nature allies.","Augmente le DON de 50% pour tous les alliés de nature.","Aumenta ABIL. del 50% per tutti gli alleati di natura.","SKL für alle Naturhelden um 50% erhöhen.","Aumenta DES. en un 50% para todos los aliados de naturaleza."
"228466894","Blessing of Light","Bénédiction de Lumière","Benedizione di luce","Inneres Licht","Bendición de luz"
"1997126578","Increase SKL by 15% for all Light allies.","Augmente le DON de 15 % pour tous les alliés de Lumière.","Aumenta ABIL. del 15% per tutti gli alleati di luce.","SKL für alle Lichthelden um 15% erhöhen.","Aumenta DES. en un 15% para todos los aliados de luz."
"1539095718","Blessing of Light II","Bénédiction de Lumière II","Benedizione di luce II","Inneres Licht II","Bendición de luz II"
"519795011","Increase SKL by 30% for all Light allies.","Augmente le DON de 30% pour tous les alliés de Lumière.","Aumenta ABIL. del 30% per tutti gli alleati di luce.","SKL für alle Lichthelden um 30% erhöhen.","Aumenta DES. en un 30% para todos los aliados de luz."
"1432507648","Blessing of Light III","Bénédiction de Lumière III","Benedizione di luce III","Inneres Licht III","Bendición de luz III"
"369485083","Increase SKL by 50% for all Light allies.","Augmente le DON de 50% pour tous les alliés de Lumière.","Aumenta ABIL. del 50% per tutti gli alleati di luce.","SKL für alle Lichthelden um 50% erhöhen.","Aumenta DES. en un 50% para todos los aliados de luz."
"-1601136179","Blessing of Darkness","Bénédiction des Ténèbres","Benedizione delle tenebre","Mantel der Dunkelheit","Bendición de oscuridad"
"-920807545","Increase SKL by 15% for all Shadow allies.","Augmente le DON de 15 % pour tous les alliés des Ténèbres.","Aumenta ABIL. del 15% per tutti gli alleati d'ombra.","SKL für alle Schattenhelden um 15% erhöhen.","Aumenta DES. en un 15% para todos los aliados de sombra."
"1731234905","Blessing of Darkness II","Bénédiction des Ténèbres II","Benedizione delle tenebre II","Mantel der Dunkelheit II","Bendición de oscuridad II"
"632924097","Increase SKL by 30% for all Shadow allies.","Augmente le DON de 30% pour tous les alliés des Ténèbres.","Aumenta ABIL. del 30% per tutti gli alleati d'ombra.","SKL für alle Schattenhelden um 30% erhöhen.","Aumenta DES. en un 30% para todos los aliados de sombra."
"-933637208","Blessing of Darkness III","Bénédiction des Ténèbres III","Benedizione delle tenebre III","Mantel der Dunkelheit III","Bendición de oscuridad III"
"1313226420","Increase SKL by 50% for all Shadow allies.","Augmente le DON de 50% pour tous les alliés des Ténèbres.","Aumenta ABIL. del 50% per tutti gli alleati d'ombra.","SKL für alle Schattenhelden um 50% erhöhen.","Aumenta DES. en un 50% para todos los aliados de sombra."
"-2090823303","Fire's Fury","Furie de feu","Furia di fuoco","Feuersturm","Furia de fuego"
"-1829378627","Increase CRIT by 15% for all Fire allies.","Augmente CC de 15 % pour tous les alliés de feu.","Aumenta ATT. CRIT. del 15% per tutti gli alleati di fuoco.","CRIT für alle Feuerhelden um 15% erhöhen.","Aumenta CRÍT. en un 15% para todos los aliados de fuego."
"1289146909","Fire's Fury II","Furie de feu II","Furia di fuoco II","Feuersturm II","Furia de fuego II"
"1989486529","Increase CRIT by 30% for all Fire allies.","Augmente CC de 30% pour tous les alliés de feu.","Aumenta ATT. CRIT. del 30% per tutti gli alleati di fuoco.","CRIT für alle Feuerhelden um 30% erhöhen.","Aumenta CRÍT. en un 30% para todos los aliados de fuego."
"-1975910610","Fire's Fury III","Furie de feu III","Furia di fuoco III","Feuersturm III","Furia de fuego III"
"-399339865","Increase CRIT by 50% for all Fire allies.","Augmente CC de 50% pour tous les alliés de feu.","Aumenta ATT. CRIT. del 50% per tutti gli alleati di fuoco.","CRIT für alle Feuerhelden um 50% erhöhen.","Aumenta CRÍT. en un 50% para todos los aliados de fuego."
"-545370983","Water's Fury","Furie d'eau","Furia d'acqua","Tsunami","Furia de agua"
"532065361","Increase CRIT by 15% for all Water allies.","Augmente le CC de 15 % pour tous les alliés d'eau.","Aumenta ATT. CRIT. del 15% per tutti gli alleati di fuoco.","CRIT für alle Wasserhelden um 15% erhöhen.","Aumenta CRÍT. en un 15% para todos los aliados de agua."
"-1717566062","Water's Fury II","Furie d'eau II","Furia d'acqua II","Tsunami II","Furia de agua II"
"-103988820","Increase CRIT by 30% for all Water allies.","Augmente le CC de 30% pour tous les alliés d'eau.","Aumenta ATT. CRIT. del 30% per tutti gli alleati di fuoco.","CRIT für alle Wasserhelden um 30% erhöhen.","Aumenta CRÍT. en un 30% para todos los aliados de agua."
"509299763","Water's Fury III","Furie d'eau III","Furia d'acqua III","Tsunami III","Furia de agua III"
"136485970","Increase CRIT by 50% for all Water allies.","Augmente le CC de 50% pour tous les alliés d'eau.","Aumenta ATT. CRIT. del 50% per tutti gli alleati di fuoco.","CRIT für alle Wasserhelden um 50% erhöhen.","Aumenta CRÍT. en un 50% para todos los aliados de agua."
"1263496556","Nature's Fury","Furie de nature","Furia di natura","Naturkatastrophe","Furia de naturaleza"
"1913331898","Increase CRIT by 15% for all Nature allies.","Augmente CC de 15 % pour tous les alliés de nature.","Aumenta ATT. CRIT. del 15% per tutti gli alleati di natura.","CRIT für alle Naturhelden um 15% erhöhen.","Aumenta CRÍT. en un 15% para todos los aliados de naturaleza."
"1507988997","Nature's Fury II","Furie de nature II","Furia di natura II","Naturkatastrophe II","Furia de naturaleza II"
"1248350704","Increase CRIT by 25% for all Nature allies.","Augmente CC de 25% pour tous les alliés de nature.","Increase CRIT by 25% for all Nature allies.","CRIT für alle Naturhelden um 25% erhöhen.","Increase CRIT by 25% for all Nature allies."
"-420718891","Nature's Fury III","Furie de nature III","Furia di natura III","Naturkatastrophe III","Furia de naturaleza III"
"2028291093","Increase CRIT by 35% for all Nature allies.","Augmente CC de 35% pour tous les alliés de nature.","Increase CRIT by 35% for all Nature allies.","CRIT für alle Naturhelden um 35% erhöhen.","Increase CRIT by 35% for all Nature allies."
"-1337937073","Light's Fury","Furie de Lumière","Furia di luce","Lichterloh","Furia de luz"
"-607626656","Increase CRIT by 15% for all Light allies.","Augmente CC de 15 % pour tous les alliés de Lumière.","Aumenta ATT. CRIT. del 15% per tutti gli alleati di luce.","CRIT für alle Lichthelden um 15% erhöhen.","Aumenta CRÍT. en un 15% para todos los aliados de luz."
"-1888821551","Light's Fury II","Furie de Lumière II","Furia di luce II","Lichterloh II","Furia de luz II"
"-936100026","Increase CRIT by 30% for all Light allies.","Augmente CC de 30% pour tous les alliés de Lumière.","Aumenta ATT. CRIT. del 30% per tutti gli alleati di luce.","CRIT für alle Lichthelden um 30% erhöhen.","Aumenta CRÍT. en un 30% para todos los aliados de luz."
"232750434","Light's Fury III","Furie de Lumière III","Furia di luce III","Lichterloh III","Furia de luz III"
"667786898","Increase CRIT by 50% for all Light allies.","Augmente CC de 50% pour tous les alliés de Lumière.","Aumenta ATT. CRIT. del 50% per tutti gli alleati di luce.","CRIT für alle Lichthelden um 50% erhöhen.","Aumenta CRÍT. en un 50% para todos los aliados de luz."
"-1746977291","Shadow's Fury","Furie des Ténèbres","Furia delle ombre","Tiefschwarz","Furia de sombra"
"1841428124","Increase CRIT by 15% for all Shadow allies.","Augmente CC de 15 % pour tous les alliés des Ténèbres.","Aumenta ATT. CRIT. del 15% per tutti gli alleati d'ombra.","CRIT für alle Schattenhelden um 15% erhöhen.","Aumenta CRÍT. en un 15% para todos los aliados de sombra."
"-242614242","Shadow's Fury II","Furie des Ténèbres II","Furia delle ombre II","Tiefschwarz II","Furia de sombra II"
"1167638917","Increase CRIT by 30% for all Shadow allies.","Augmente CC de 30% pour tous les alliés des Ténèbres.","Aumenta ATT. CRIT. del 30% per tutti gli alleati d'ombra.","CRIT für alle Schattenhelden um 30% erhöhen.","Aumenta CRÍT. en un 30% para todos los aliados de sombra."
"1790642076","Shadow's Fury III","Furie des Ténèbres III","Furia delle ombre III","Tiefschwarz III","Furia de sombra III"
"990220195","Increase CRIT by 50% for all Shadow allies.","Augmente CC de 50% pour tous les alliés des Ténèbres.","Aumenta ATT. CRIT. del 50% per tutti gli alleati d'ombra.","CRIT für alle Schattenhelden um 50% erhöhen.","Aumenta CRÍT. en un 50% para todos los aliados de sombra."
"991288994","Beast Leader","Leader Bête","Bestia Leader","Leitwolf","Líder bestia"
"1142661008","Increased ATK for all Beast allies.","Augmente ATQ pour tous les alliés Bêtes.","Aumenta ATT. per tutti gli alleati bestie.","Erhöhte ATK für alle Biesthelden.","Aumenta ATQ. para todos los aliados bestias."
"1629079872","Beast Leader II","Leader Bête II","Bestia Leader II","Leitwolf II","Líder bestia II"
"577452442","Beast Leader III","Leader Bête III","Bestia Leader III","Leitwolf III","Líder bestia III"
"-289687696","Tribal Leader","Leader tribal","Leader tribale","Stammesführer","Líder tribal"
"-865964453","Increase ATK by 25% for all Goblin allies.","Augmente ATQ de 25 % pour tous les alliés Gobelins.","Aumenta ATT. del 25% per tutti gli alleati goblin.","ATK für alle Goblins um 25% erhöhen.","Aumenta ATQ. en un 25% para todos los aliados duendes."
"1374041650","Tribal Leader II","Leader tribal II","Leader tribale II","Stammesführer II","Líder tribal II"
"155652630","Tribal Leader III","Leader tribal III","Leader tribale III","Stammesführer III","Líder tribal III"
"493420519","Increase ATK by 40% for all Goblin allies.","Augmente ATQ de 40% pour tous les alliés Gobelins.","Aumenta ATT. del 40% per tutti gli alleati goblin.","ATK für alle Goblins um 40% erhöhen.","Aumenta ATQ. en un 40% para todos los aliados duendes."
"-1325484203","Infernal Spirit","Esprit infernal","Spirito infernale","Teufelsbrut","Espíritu infernal"
"-1212580527","Increase ATK by 15% for all Demon allies.","Augmente ATQ de 15 % pour tous les alliés Démons.","Aumenta ATT. del 15% per tutti gli alleati demoni.","ATK für alle Dämonen um 15% erhöhen.","Aumenta ATQ. en un 15% para todos los aliados demonios."
"1154383854","Infernal Spirit II","Esprit infernal II","Spirito infernale II","Teufelsbrut II","Espíritu infernal II"
"974478702","Increase ATK by 25% for all Demon allies.","Augmente ATQ de 25% pour tous les alliés Démons.","Aumenta ATT. del 25% per tutti gli alleati demoni.","ATK für alle Dämonen um 25% erhöhen.","Aumenta ATQ. en un 25% para todos los aliados demonios."
"-1571689363","Infernal Spirit III","Esprit infernal III","Spirito infernale III","Teufelsbrut III","Espíritu infernal III"
"1971566612","Increase ATK by 40% for all Demon allies.","Augmente ATQ de 40% pour tous les alliés Démons.","Aumenta ATT. del 40% per tutti gli alleati demoni.","ATK für alle Dämonen um 40% erhöhen.","Aumenta ATQ. en un 40% para todos los aliados demonios."
"1985692288","Warrior Spirit","Esprit guerrier","Spirito guerriero","Kriegsheld","Espíritu guerrero"
"-1001728689","Increase ATK by 15% for all Warrior allies.","Augmente ATQ de 15 % pour tous les alliés Guerriers.","Aumenta ATT. del 15% per tutti gli alleati guerrieri.","ATK für alle Krieger um 15% erhöhen.","Aumenta ATQ. en un 15% para todos los aliados guerreros."
"-366382567","Warrior Spirit II","Esprit guerrier II","Spirito guerriero II","Kriegsheld II","Espíritu guerrero II"
"-546415528","Increase ATK by 25% for all Warrior allies.","Augmente ATQ de 25% pour tous les alliés Guerriers.","Aumenta ATT. del 25% per tutti gli alleati guerrieri.","ATK für alle Krieger um 25% erhöhen.","Aumenta ATQ. en un 25% para todos los aliados guerreros."
"348964106","Warrior Spirit III","Esprit guerrier III","Spirito guerriero III","Kriegsheld III","Espíritu guerrero III"
"-1843064758","Increase ATK by 40% for all Warrior allies.","Augmente ATQ de 40% pour tous les alliés Guerriers.","Aumenta ATT. del 40% per tutti gli alleati guerrieri.","ATK für alle Krieger um 40% erhöhen.","Aumenta ATQ. en un 40% para todos los aliados guerreros."
"2130678432","Caster Spirit","Esprit Ensorceleur","Spirito Caster","Macht der Magie","Espíritu conjurador"
"-742511021","Increase ATK by 15% for all Caster allies.","Augmente l'ATQ de 15 % pour tous les alliés Ensorceleurs.","Aumenta ATT. del 15% per tutti gli alleati caster.","ATK für alle Magier um 15% erhöhen.","Aumenta ATQ. en un 15% para todos los aliados conjuradores."
"-357395872","Caster Spirit II","Esprit Ensorceleur II","Spirito Caster II","Macht der Magie II","Espíritu conjurador II"
"-1488681672","Increase ATK by 25% for all Caster allies.","Augmente l'ATQ de 25% pour tous les alliés Ensorceleurs.","Aumenta ATT. del 25% per tutti gli alleati caster.","ATK für alle Magier um 25% erhöhen.","Aumenta ATQ. en un 25% para todos los aliados conjuradores."
"218839683","Caster Spirit III","Esprit Ensorceleur III","Spirito Caster III","Macht der Magie III","Espíritu conjurador III"
"1741588089","Increase ATK by 40% for all Caster allies.","Augmente l'ATQ de 40% pour tous les alliés Ensorceleurs.","Aumenta ATT. del 40% per tutti gli alleati caster.","ATK für alle Magier um 40% erhöhen.","Aumenta ATQ. en un 40% para todos los aliados conjuradores."
"-1265348519","Undead Spirit","Esprit mort-vivant","Spirito morti viventi","Grabgeflüster","Espíritu zombi"
"1391412161","Increase ATK by 15% for all Undead allies.","Augmente ATQ de 15 % pour tous les alliés Morts-vivants.","Aumenta ATT. del 15% per tutti gli alleati morti viventi.","ATK für alle Untoten um 15% erhöhen.","Aumenta ATQ. en un 15% para todos los aliados zombis."
"-224168103","Undead Spirit II","Esprit mort-vivant II","Spirito morti viventi II","Grabgeflüster II","Espíritu zombi II"
"1454431258","Increase ATK by 25% for all Undead allies.","Augmente ATQ de 25% pour tous les alliés Morts-vivants.","Aumenta ATT. del 25% per tutti gli alleati morti viventi.","ATK für alle Untoten um 25% erhöhen.","Aumenta ATQ. en un 25% para todos los aliados zombis."
"639891767","Undead Spirit III","Esprit mort-vivant III","Spirito morti viventi III","Grabgeflüster III","Espíritu zombi III"
"479145392","Increase ATK by 40% for all Undead allies.","Augmente ATQ de 40% pour tous les alliés Morts-vivants.","Aumenta ATT. del 40% per tutti gli alleati morti viventi.","ATK für alle Untoten um 40% erhöhen.","Aumenta ATQ. en un 40% para todos los aliados zombis."
"985544952","Guardian Spirit","Esprit gardien","Spirito guardiano","Panzerfaust","Espíritu guardián"
"-332936155","Increase ATK by 15% for all Tank allies.","Augmente l'ATQ de 15 % pour tous les alliés Tanks.","Aumenta ATT. del 15% per tutti gli alleati carro armato.","ATK für alle gepanzerten Helden um 15% erhöhen.","Aumenta ATQ. en un 15% para todos los aliados tanques."
"300129749","Guardian Spirit II","Esprit gardien II","Spirito guardiano II","Panzerfaust II","Espíritu guardián II"
"513350152","Increase ATK by 25% for all Tank allies.","Augmente l'ATQ de 25% pour tous les alliés Tanks.","Aumenta ATT. del 25% per tutti gli alleati carro armato.","ATK für alle gepanzerten Helden um 25% erhöhen.","Aumenta ATQ. en un 25% para todos los aliados tanques."
"-1960277094","Guardian Spirit III","Esprit gardien III","Spirito guardiano III","Panzerfaust III","Espíritu guardián III"
